year	region	bug	drug	n_isolates	pct_resistant
2012	West North Central	Klebsiella pneumoniae	Fluoroquinolones	100	11
1999	West South Central	Klebsiella pneumoniae	Fluoroquinolones	511	7
2000	West South Central	Klebsiella pneumoniae	Fluoroquinolones	466	6
2001	West South Central	Klebsiella pneumoniae	Fluoroquinolones	445	8
2002	West South Central	Klebsiella pneumoniae	Fluoroquinolones	552	9
2003	West South Central	Klebsiella pneumoniae	Fluoroquinolones	460	9
2004	West South Central	Klebsiella pneumoniae	Fluoroquinolones	511	9
2005	West South Central	Klebsiella pneumoniae	Fluoroquinolones	442	6
2006	West South Central	Klebsiella pneumoniae	Fluoroquinolones	513	6
2007	West South Central	Klebsiella pneumoniae	Fluoroquinolones	472	8
2008	West South Central	Klebsiella pneumoniae	Fluoroquinolones	442	7
2009	West South Central	Klebsiella pneumoniae	Fluoroquinolones	437	8
2010	West South Central	Klebsiella pneumoniae	Fluoroquinolones	304	7
2011	West South Central	Klebsiella pneumoniae	Fluoroquinolones	266	6
2012	West South Central	Klebsiella pneumoniae	Fluoroquinolones	212	10
1999	East North Central	Pseudomonas aeruginosa	Amikacin	652	4
2000	East North Central	Pseudomonas aeruginosa	Amikacin	434	5
2001	East North Central	Pseudomonas aeruginosa	Amikacin	449	10
2002	East North Central	Pseudomonas aeruginosa	Amikacin	441	5
2003	East North Central	Pseudomonas aeruginosa	Amikacin	502	8
2004	East North Central	Pseudomonas aeruginosa	Amikacin	693	7
2005	East North Central	Pseudomonas aeruginosa	Amikacin	576	3
2006	East North Central	Pseudomonas aeruginosa	Amikacin	497	7
2007	East North Central	Pseudomonas aeruginosa	Amikacin	382	6
2008	East North Central	Pseudomonas aeruginosa	Amikacin	330	6
2009	East North Central	Pseudomonas aeruginosa	Amikacin	362	8
2010	East North Central	Pseudomonas aeruginosa	Amikacin	300	7
2011	East North Central	Pseudomonas aeruginosa	Amikacin	235	9
2012	East North Central	Pseudomonas aeruginosa	Amikacin	98	11
1999	East South Central	Pseudomonas aeruginosa	Amikacin	189	12
2000	East South Central	Pseudomonas aeruginosa	Amikacin	141	7
2001	East South Central	Pseudomonas aeruginosa	Amikacin	163	4
2002	East South Central	Pseudomonas aeruginosa	Amikacin	168	8
2003	East South Central	Pseudomonas aeruginosa	Amikacin	198	10
2004	East South Central	Pseudomonas aeruginosa	Amikacin	206	16
2005	East South Central	Pseudomonas aeruginosa	Amikacin	211	15
2006	East South Central	Pseudomonas aeruginosa	Amikacin	84	7
2007	East South Central	Pseudomonas aeruginosa	Amikacin	38	3
2008	East South Central	Pseudomonas aeruginosa	Amikacin	37	3
1999	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	146	8
2000	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	255	7
2001	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	350	8
2002	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	378	6
2003	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	362	7
2004	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	367	7
2005	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	242	2
2006	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	281	3
2007	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	225	4
2008	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	208	3
2009	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	106	2
2010	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	110	2
2011	Mid Atlantic	Pseudomonas aeruginosa	Amikacin	87	5
1999	Mountain	Pseudomonas aeruginosa	Amikacin	30	3
2000	Mountain	Pseudomonas aeruginosa	Amikacin	52	2
2001	Mountain	Pseudomonas aeruginosa	Amikacin	65	5
2002	Mountain	Pseudomonas aeruginosa	Amikacin	95	2
2003	Mountain	Pseudomonas aeruginosa	Amikacin	87	2
2004	Mountain	Pseudomonas aeruginosa	Amikacin	129	7
2005	Mountain	Pseudomonas aeruginosa	Amikacin	83	0
2006	Mountain	Pseudomonas aeruginosa	Amikacin	55	5
2007	Mountain	Pseudomonas aeruginosa	Amikacin	32	9
1999	New England	Pseudomonas aeruginosa	Amikacin	33	3
2005	New England	Pseudomonas aeruginosa	Amikacin	69	0
2006	New England	Pseudomonas aeruginosa	Amikacin	134	1
2007	New England	Pseudomonas aeruginosa	Amikacin	117	4
2008	New England	Pseudomonas aeruginosa	Amikacin	76	1
2009	New England	Pseudomonas aeruginosa	Amikacin	62	2
2010	New England	Pseudomonas aeruginosa	Amikacin	61	7
2011	New England	Pseudomonas aeruginosa	Amikacin	69	0
2012	New England	Pseudomonas aeruginosa	Amikacin	30	7
1999	Pacific	Pseudomonas aeruginosa	Amikacin	195	6
2000	Pacific	Pseudomonas aeruginosa	Amikacin	262	5
2001	Pacific	Pseudomonas aeruginosa	Amikacin	249	4
2002	Pacific	Pseudomonas aeruginosa	Amikacin	278	4
2003	Pacific	Pseudomonas aeruginosa	Amikacin	363	3
2004	Pacific	Pseudomonas aeruginosa	Amikacin	419	8
2005	Pacific	Pseudomonas aeruginosa	Amikacin	416	5
2006	Pacific	Pseudomonas aeruginosa	Amikacin	385	5
2007	Pacific	Pseudomonas aeruginosa	Amikacin	360	3
2008	Pacific	Pseudomonas aeruginosa	Amikacin	367	3
2009	Pacific	Pseudomonas aeruginosa	Amikacin	363	3
2010	Pacific	Pseudomonas aeruginosa	Amikacin	325	2
2011	Pacific	Pseudomonas aeruginosa	Amikacin	310	1
2012	Pacific	Pseudomonas aeruginosa	Amikacin	119	1
1999	South Atlantic	Pseudomonas aeruginosa	Amikacin	165	5
2000	South Atlantic	Pseudomonas aeruginosa	Amikacin	317	7
2001	South Atlantic	Pseudomonas aeruginosa	Amikacin	581	7
2002	South Atlantic	Pseudomonas aeruginosa	Amikacin	570	6
2003	South Atlantic	Pseudomonas aeruginosa	Amikacin	575	4
2004	South Atlantic	Pseudomonas aeruginosa	Amikacin	766	6
2005	South Atlantic	Pseudomonas aeruginosa	Amikacin	626	5
2006	South Atlantic	Pseudomonas aeruginosa	Amikacin	462	4
2007	South Atlantic	Pseudomonas aeruginosa	Amikacin	411	5
2008	South Atlantic	Pseudomonas aeruginosa	Amikacin	486	3
2009	South Atlantic	Pseudomonas aeruginosa	Amikacin	419	4
2010	South Atlantic	Pseudomonas aeruginosa	Amikacin	380	3
2011	South Atlantic	Pseudomonas aeruginosa	Amikacin	437	4
2012	South Atlantic	Pseudomonas aeruginosa	Amikacin	191	2
1999	West North Central	Pseudomonas aeruginosa	Amikacin	55	5
2000	West North Central	Pseudomonas aeruginosa	Amikacin	100	7
2001	West North Central	Pseudomonas aeruginosa	Amikacin	117	10
2002	West North Central	Pseudomonas aeruginosa	Amikacin	147	18
2003	West North Central	Pseudomonas aeruginosa	Amikacin	183	9
2004	West North Central	Pseudomonas aeruginosa	Amikacin	214	4
2005	West North Central	Pseudomonas aeruginosa	Amikacin	200	3
2006	West North Central	Pseudomonas aeruginosa	Amikacin	167	5
2007	West North Central	Pseudomonas aeruginosa	Amikacin	132	5
2008	West North Central	Pseudomonas aeruginosa	Amikacin	135	4
2009	West North Central	Pseudomonas aeruginosa	Amikacin	134	4
2010	West North Central	Pseudomonas aeruginosa	Amikacin	140	4
2011	West North Central	Pseudomonas aeruginosa	Amikacin	106	11
2012	West North Central	Pseudomonas aeruginosa	Amikacin	50	12
1999	West South Central	Pseudomonas aeruginosa	Amikacin	368	9
2000	West South Central	Pseudomonas aeruginosa	Amikacin	335	7
2001	West South Central	Pseudomonas aeruginosa	Amikacin	274	6
2002	West South Central	Pseudomonas aeruginosa	Amikacin	331	9
2003	West South Central	Pseudomonas aeruginosa	Amikacin	343	8
2004	West South Central	Pseudomonas aeruginosa	Amikacin	268	9
2005	West South Central	Pseudomonas aeruginosa	Amikacin	218	5
2006	West South Central	Pseudomonas aeruginosa	Amikacin	264	8
2007	West South Central	Pseudomonas aeruginosa	Amikacin	242	5
2008	West South Central	Pseudomonas aeruginosa	Amikacin	211	6
2009	West South Central	Pseudomonas aeruginosa	Amikacin	209	6
2010	West South Central	Pseudomonas aeruginosa	Amikacin	138	4
2011	West South Central	Pseudomonas aeruginosa	Amikacin	80	3
2012	West South Central	Pseudomonas aeruginosa	Amikacin	68	6
1999	East North Central	Pseudomonas aeruginosa	Aminoglycosides	753	21
2000	East North Central	Pseudomonas aeruginosa	Aminoglycosides	598	21
2001	East North Central	Pseudomonas aeruginosa	Aminoglycosides	661	28
2002	East North Central	Pseudomonas aeruginosa	Aminoglycosides	446	28
2003	East North Central	Pseudomonas aeruginosa	Aminoglycosides	520	26
2004	East North Central	Pseudomonas aeruginosa	Aminoglycosides	700	29
2005	East North Central	Pseudomonas aeruginosa	Aminoglycosides	598	21
2006	East North Central	Pseudomonas aeruginosa	Aminoglycosides	511	33
2007	East North Central	Pseudomonas aeruginosa	Aminoglycosides	385	25
2008	East North Central	Pseudomonas aeruginosa	Aminoglycosides	331	21
2009	East North Central	Pseudomonas aeruginosa	Aminoglycosides	365	26
2010	East North Central	Pseudomonas aeruginosa	Aminoglycosides	300	29
2011	East North Central	Pseudomonas aeruginosa	Aminoglycosides	235	31
2012	East North Central	Pseudomonas aeruginosa	Aminoglycosides	98	28
1999	East South Central	Pseudomonas aeruginosa	Aminoglycosides	190	31
2000	East South Central	Pseudomonas aeruginosa	Aminoglycosides	156	23
2001	East South Central	Pseudomonas aeruginosa	Aminoglycosides	178	22
2002	East South Central	Pseudomonas aeruginosa	Aminoglycosides	172	26
2003	East South Central	Pseudomonas aeruginosa	Aminoglycosides	201	32
2004	East South Central	Pseudomonas aeruginosa	Aminoglycosides	237	30
2005	East South Central	Pseudomonas aeruginosa	Aminoglycosides	262	31
2006	East South Central	Pseudomonas aeruginosa	Aminoglycosides	87	22
2007	East South Central	Pseudomonas aeruginosa	Aminoglycosides	38	8
2008	East South Central	Pseudomonas aeruginosa	Aminoglycosides	37	11
1999	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	172	15
2000	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	354	23
2001	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	462	23
2002	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	484	25
2003	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	466	24
2004	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	463	23
2005	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	342	22
2006	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	413	18
2007	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	327	16
2008	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	312	7
2009	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	198	8
2010	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	201	11
2011	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	173	14
2012	Mid Atlantic	Pseudomonas aeruginosa	Aminoglycosides	80	11
1999	Mountain	Pseudomonas aeruginosa	Aminoglycosides	80	14
2000	Mountain	Pseudomonas aeruginosa	Aminoglycosides	127	20
2001	Mountain	Pseudomonas aeruginosa	Aminoglycosides	92	14
2002	Mountain	Pseudomonas aeruginosa	Aminoglycosides	103	14
2003	Mountain	Pseudomonas aeruginosa	Aminoglycosides	105	10
2004	Mountain	Pseudomonas aeruginosa	Aminoglycosides	156	14
2005	Mountain	Pseudomonas aeruginosa	Aminoglycosides	98	12
2006	Mountain	Pseudomonas aeruginosa	Aminoglycosides	72	25
2007	Mountain	Pseudomonas aeruginosa	Aminoglycosides	35	37
1999	New England	Pseudomonas aeruginosa	Aminoglycosides	55	11
2000	New England	Pseudomonas aeruginosa	Aminoglycosides	36	8
2001	New England	Pseudomonas aeruginosa	Aminoglycosides	42	10
2002	New England	Pseudomonas aeruginosa	Aminoglycosides	43	9
2003	New England	Pseudomonas aeruginosa	Aminoglycosides	52	12
2004	New England	Pseudomonas aeruginosa	Aminoglycosides	74	24
2005	New England	Pseudomonas aeruginosa	Aminoglycosides	139	32
2006	New England	Pseudomonas aeruginosa	Aminoglycosides	168	15
2007	New England	Pseudomonas aeruginosa	Aminoglycosides	153	13
2008	New England	Pseudomonas aeruginosa	Aminoglycosides	112	15
2009	New England	Pseudomonas aeruginosa	Aminoglycosides	65	9
2010	New England	Pseudomonas aeruginosa	Aminoglycosides	62	11
2011	New England	Pseudomonas aeruginosa	Aminoglycosides	70	19
2012	New England	Pseudomonas aeruginosa	Aminoglycosides	30	20
1999	Pacific	Pseudomonas aeruginosa	Aminoglycosides	265	17
2000	Pacific	Pseudomonas aeruginosa	Aminoglycosides	334	19
2001	Pacific	Pseudomonas aeruginosa	Aminoglycosides	341	16
2002	Pacific	Pseudomonas aeruginosa	Aminoglycosides	346	15
2003	Pacific	Pseudomonas aeruginosa	Aminoglycosides	430	17
2004	Pacific	Pseudomonas aeruginosa	Aminoglycosides	512	14
2005	Pacific	Pseudomonas aeruginosa	Aminoglycosides	468	16
2006	Pacific	Pseudomonas aeruginosa	Aminoglycosides	422	15
2007	Pacific	Pseudomonas aeruginosa	Aminoglycosides	376	13
2008	Pacific	Pseudomonas aeruginosa	Aminoglycosides	372	16
2009	Pacific	Pseudomonas aeruginosa	Aminoglycosides	369	9
2010	Pacific	Pseudomonas aeruginosa	Aminoglycosides	329	9
2011	Pacific	Pseudomonas aeruginosa	Aminoglycosides	308	11
2012	Pacific	Pseudomonas aeruginosa	Aminoglycosides	123	7
1999	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	363	15
2000	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	618	17
2001	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	803	21
2002	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	808	19
2003	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	814	23
2004	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	959	20
2005	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	840	19
2006	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	585	19
2007	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	511	19
2008	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	531	17
2009	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	453	15
2010	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	387	20
2011	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	444	15
2012	South Atlantic	Pseudomonas aeruginosa	Aminoglycosides	195	13
1999	West North Central	Pseudomonas aeruginosa	Aminoglycosides	68	12
2000	West North Central	Pseudomonas aeruginosa	Aminoglycosides	105	18
2001	West North Central	Pseudomonas aeruginosa	Aminoglycosides	147	20
2002	West North Central	Pseudomonas aeruginosa	Aminoglycosides	177	30
2003	West North Central	Pseudomonas aeruginosa	Aminoglycosides	212	22
2004	West North Central	Pseudomonas aeruginosa	Aminoglycosides	228	20
2005	West North Central	Pseudomonas aeruginosa	Aminoglycosides	205	19
2006	West North Central	Pseudomonas aeruginosa	Aminoglycosides	171	22
2007	West North Central	Pseudomonas aeruginosa	Aminoglycosides	146	16
2008	West North Central	Pseudomonas aeruginosa	Aminoglycosides	145	18
2009	West North Central	Pseudomonas aeruginosa	Aminoglycosides	150	21
2010	West North Central	Pseudomonas aeruginosa	Aminoglycosides	164	30
2011	West North Central	Pseudomonas aeruginosa	Aminoglycosides	120	35
2012	West North Central	Pseudomonas aeruginosa	Aminoglycosides	54	26
1999	West South Central	Pseudomonas aeruginosa	Aminoglycosides	397	21
2000	West South Central	Pseudomonas aeruginosa	Aminoglycosides	398	22
2001	West South Central	Pseudomonas aeruginosa	Aminoglycosides	341	26
2002	West South Central	Pseudomonas aeruginosa	Aminoglycosides	393	23
2003	West South Central	Pseudomonas aeruginosa	Aminoglycosides	400	20
2004	West South Central	Pseudomonas aeruginosa	Aminoglycosides	344	19
2005	West South Central	Pseudomonas aeruginosa	Aminoglycosides	299	19
2006	West South Central	Pseudomonas aeruginosa	Aminoglycosides	320	22
2007	West South Central	Pseudomonas aeruginosa	Aminoglycosides	304	22
2008	West South Central	Pseudomonas aeruginosa	Aminoglycosides	255	19
2009	West South Central	Pseudomonas aeruginosa	Aminoglycosides	261	13
2010	West South Central	Pseudomonas aeruginosa	Aminoglycosides	196	14
2011	West South Central	Pseudomonas aeruginosa	Aminoglycosides	136	11
2012	West South Central	Pseudomonas aeruginosa	Aminoglycosides	75	19
1999	East North Central	Pseudomonas aeruginosa	Carbapenems	705	18
2000	East North Central	Pseudomonas aeruginosa	Carbapenems	563	14
2001	East North Central	Pseudomonas aeruginosa	Carbapenems	502	25
2002	East North Central	Pseudomonas aeruginosa	Carbapenems	442	24
2003	East North Central	Pseudomonas aeruginosa	Carbapenems	513	25
2004	East North Central	Pseudomonas aeruginosa	Carbapenems	692	27
2005	East North Central	Pseudomonas aeruginosa	Carbapenems	591	22
2006	East North Central	Pseudomonas aeruginosa	Carbapenems	510	30
2007	East North Central	Pseudomonas aeruginosa	Carbapenems	381	23
2008	East North Central	Pseudomonas aeruginosa	Carbapenems	330	24
2009	East North Central	Pseudomonas aeruginosa	Carbapenems	362	28
2010	East North Central	Pseudomonas aeruginosa	Carbapenems	301	33
2011	East North Central	Pseudomonas aeruginosa	Carbapenems	234	38
2012	East North Central	Pseudomonas aeruginosa	Carbapenems	98	38
1999	East South Central	Pseudomonas aeruginosa	Carbapenems	189	25
2000	East South Central	Pseudomonas aeruginosa	Carbapenems	140	19
2001	East South Central	Pseudomonas aeruginosa	Carbapenems	166	12
2002	East South Central	Pseudomonas aeruginosa	Carbapenems	171	26
2003	East South Central	Pseudomonas aeruginosa	Carbapenems	200	28
2004	East South Central	Pseudomonas aeruginosa	Carbapenems	207	26
2005	East South Central	Pseudomonas aeruginosa	Carbapenems	198	25
2006	East South Central	Pseudomonas aeruginosa	Carbapenems	85	19
2007	East South Central	Pseudomonas aeruginosa	Carbapenems	38	5
2008	East South Central	Pseudomonas aeruginosa	Carbapenems	37	14
1999	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	144	17
2000	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	327	16
2001	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	440	19
2002	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	462	26
2003	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	442	19
2004	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	460	18
2005	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	339	14
2006	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	414	16
2007	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	337	17
2008	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	316	14
2009	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	185	10
2010	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	176	11
2011	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	153	12
2012	Mid Atlantic	Pseudomonas aeruginosa	Carbapenems	63	27
1999	Mountain	Pseudomonas aeruginosa	Carbapenems	80	6
2000	Mountain	Pseudomonas aeruginosa	Carbapenems	127	13
2001	Mountain	Pseudomonas aeruginosa	Carbapenems	91	16
2002	Mountain	Pseudomonas aeruginosa	Carbapenems	105	8
2003	Mountain	Pseudomonas aeruginosa	Carbapenems	103	7
2004	Mountain	Pseudomonas aeruginosa	Carbapenems	157	24
2005	Mountain	Pseudomonas aeruginosa	Carbapenems	95	17
2006	Mountain	Pseudomonas aeruginosa	Carbapenems	72	26
2007	Mountain	Pseudomonas aeruginosa	Carbapenems	36	31
1999	New England	Pseudomonas aeruginosa	Carbapenems	55	5
2000	New England	Pseudomonas aeruginosa	Carbapenems	36	8
2001	New England	Pseudomonas aeruginosa	Carbapenems	42	12
2002	New England	Pseudomonas aeruginosa	Carbapenems	43	7
2003	New England	Pseudomonas aeruginosa	Carbapenems	52	12
2004	New England	Pseudomonas aeruginosa	Carbapenems	74	24
2005	New England	Pseudomonas aeruginosa	Carbapenems	138	22
2006	New England	Pseudomonas aeruginosa	Carbapenems	167	13
2007	New England	Pseudomonas aeruginosa	Carbapenems	153	22
2008	New England	Pseudomonas aeruginosa	Carbapenems	112	20
2009	New England	Pseudomonas aeruginosa	Carbapenems	66	26
2010	New England	Pseudomonas aeruginosa	Carbapenems	62	24
2011	New England	Pseudomonas aeruginosa	Carbapenems	69	19
2012	New England	Pseudomonas aeruginosa	Carbapenems	30	30
1999	Pacific	Pseudomonas aeruginosa	Carbapenems	211	15
2000	Pacific	Pseudomonas aeruginosa	Carbapenems	291	13
2001	Pacific	Pseudomonas aeruginosa	Carbapenems	308	9
2002	Pacific	Pseudomonas aeruginosa	Carbapenems	326	15
2003	Pacific	Pseudomonas aeruginosa	Carbapenems	420	18
2004	Pacific	Pseudomonas aeruginosa	Carbapenems	490	17
2005	Pacific	Pseudomonas aeruginosa	Carbapenems	453	21
2006	Pacific	Pseudomonas aeruginosa	Carbapenems	407	19
2007	Pacific	Pseudomonas aeruginosa	Carbapenems	371	18
